gid,count,name,type,created_by_name,created_by_email,is_global_to_workspace,enum_option_names
1201932076849796,1,Team,enum,Joyvin Haydon,,False,['Content']
1201932034455136,1,Progress,enum,Joyvin Haydon,,False,['On track']
1201932171087006,1,Name of Foundation,enum,Joyvin Haydon,,False,"['Alvin Ailey School of the Arts', 'iBelieve', 'Folom Foundation for the Arts', 'The De Young Foundation', 'Voice of the Diaspora Foundation', 'The Future Is Today Foundation for the Arts']"
1201932155323360,1,Funding Amount,number,Joyvin Haydon,,False,
1201932157202789,1,Grant Application Process,enum,Joyvin Haydon,,False,"['Approved and In Progress', 'Awarded & Active']"
1201932153641019,1,Name of Foundation,text,Joyvin Haydon,,False,
1201932171066429,1,Funding Amount,number,Joyvin Haydon,,False,
1201932155876159,1,Grant Application Process,enum,Joyvin Haydon,,False,"['Awarded & Active', 'Expired']"
1201932033909211,1,Name of Foundation,enum,Joyvin Haydon,,False,['iBelieve']
1201932079861684,1,Funding Amount,number,Joyvin Haydon,,False,
1201932078902517,1,Grant Application Process,enum,Joyvin Haydon,,False,['Approved and In Progress']
1201932171103317,1,Name of Foundation,enum,Joyvin Haydon,,False,['Folsom Foundation for the Arts']
1201932155219082,1,Grant Application Process,enum,Joyvin Haydon,,False,['Approved and In Progress']
1201932155551974,1,Name of Foundation,enum,Joyvin Haydon,,False,['Alvin Ailey School of the Arts']
1201932079652591,1,Funding Amount,number,Joyvin Haydon,,False,
1201932153536758,1,Grant Application Process,enum,Joyvin Haydon,,False,['Approved and In Progress']
1201932032523709,1,Contact,text,Joyvin Haydon,,False,
1201932076595029,1,Phone Number,number,Joyvin Haydon,,False,
1201932034598304,1,Minutes,number,Joyvin Haydon,,False,
1201932155370280,1,Resource Type,enum,Joyvin Haydon,,False,['Video']
1201932155952456,1,Progress,enum,Joyvin Haydon,,False,['Achieved']
1201932155467969,1,Team,enum,Joyvin Haydon,,False,['Product']
1201932156353307,1,Priority,enum,Joyvin Haydon,,False,['High']
1201932076335647,1,Creative Type,enum,Joyvin Haydon,,False,['Web']
1201932154512845,1,Stage:,enum,Joyvin Haydon,,False,"['Triaged', 'Untriaged', 'In progress', 'Actioned/answered', 'Reference']"
1201932076898864,1,Map to Objective,number,Joyvin Haydon,,False,
1201932078256504,1,Grade Level,enum,Joyvin Haydon,,False,"['Pre-K thru Secondary', 'Upper Primary thru Secondary', 'Pre-K thru Lower Primary', 'Upper Primary', 'Secondary', 'Lower and Upper Primary']"
1201932154762123,1,Task Progress,enum,Joyvin Haydon,,False,"['Not Started', 'In Progress', 'Waiting', 'Deferred']"
1201932155584397,1,Map to Objective,number,Joyvin Haydon,,False,
1201932153298653,1,Progress,enum,Joyvin Haydon,,False,"['Deferred', 'On track']"
1201932076665231,1,Asana Way of Change,enum,Ollie Otter,ollie@896974409.asanatest1.us,False,"['1) Define your why ', '2) Discover your now ', '3) Design your first workflow ', '4) Enable your team ', '5) Get set up for success ', '6) Measure and expand']"
1201932076313830,1,Task Type,enum,Ollie Otter,ollie@896974409.asanatest1.us,False,"['🗣', '🛣', ' 📓']"
1201932076780976,1,Timeline,enum,Ollie Otter,ollie@896974409.asanatest1.us,False,"['Week 0', 'Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 7', 'Week 8+']"
1201932155065507,1,AWoC Role,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,True,"['Awareness Builder', 'Convention Setter', 'Success Celebrator', 'Adoption Alliance']"
1201932171084735,1,Asana Way of Change,enum,Yvette Yeti,yevgeniya@896974409.asanatest1.us,False,"['Discover your Now', 'Design your First Workflow', 'Enable your Team', 'Define your Why', 'Get set up for future success', 'Measure and expand your use']"
1201932078965343,1,Timeline,enum,Yvette Yeti,yevgeniya@896974409.asanatest1.us,False,"['Week 0', 'Week 1', 'Week 2', 'Week 4', 'Week 8+']"
1201932033407524,1,Idea Status,enum,,,True,"['Needs Research', 'Added to roadmap', 'Backlog', 'Vetoed', 'Completed']"
1201932155894536,1,Favorite Idea,enum,,,True,['Favorite']
1201932077715786,1,Team Responsible,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Account Manager', 'PM', 'Client', 'Performance Analyst', 'Creative', 'Media Buyer', 'QA/Ops']"
1201932076501110,1,Estimated hours,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932155811080,1,Type,enum,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,"['Information', 'Development', 'Logistics', 'Presentation']"
1201932153249985,1,Responsible,enum,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,"['Sales Engineer', 'Account Owner']"
1201932033422377,1,Priority,enum,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,"['High', 'Medium', 'Low']"
1201932076325404,1,Email,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932034703743,1,Phone Number,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932080046156,1,Email,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932035762871,1,Phone Number,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932155398438,1,Email,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932032719329,1,Phone Number,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932032596722,1,Email,text,Rachel Mueller,rachel-template@896974409.asanatest1.us,False,
1201932032636892,1,Phone Number,text,Rachel Mueller,rachel-template@896974409.asanatest1.us,False,
1201932156488397,1,Email,text,Rachel Mueller,rachel-template@896974409.asanatest1.us,False,
1201932078003832,1,Phone Number,text,Rachel Mueller,rachel-template@896974409.asanatest1.us,False,
1201932153439212,1,Email,text,Rachel Mueller,rachel-template@896974409.asanatest1.us,False,
1201932035468375,1,Phone Number,text,Rachel Mueller,rachel-template@896974409.asanatest1.us,False,
1201932076442245,1,Parent Task,enum,Kevin Newman,kevin-template@896974409.asanatest1.us,False,"['Process development', 'Host training sessions', 'Create team objective projects to help with your team planning']"
1201932171560663,1,Sales Issue,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,False,"['Yes', 'No']"
1201932079208054,2,Support Tier,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,True,"['Premier', 'Standard', 'Free']"
1201932078828846,2,Escalated to Team,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,True,"['Advanced Support', 'Manager', 'Ops and IT', 'Marketing', 'Sales', 'Design', 'Engineering', 'Product']"
1201932033681141,3,Case Stage,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,True,"['New Request', 'In Queue', 'Assigned', 'Waiting on Customer', 'Escalated', 'Resolved', 'No Response', 'Canceled']"
1201932035264995,2,Case Topic,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,True,"['Getting Started', 'Configuration', 'Thought Leadership', 'Product information', 'Tips and Tricks', 'API']"
1201932033556686,17,Priority 1200900983001872,enum,,,True,"['High', 'Medium', 'Low']"
1201932154266757,1,Type of request,enum,Spurti,spurti@896974409.asanatest1.us,True,"['Web ', 'Design', 'Social media', 'Print']"
1201932079659006,1,URL,text,Luis Ramirez,luis-template@896974409.asanatest1.us,False,
1201932034018756,1,Owner,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,False,"['Primary trainer', 'Secondary trainer', 'Support Engineering', 'Customer', 'Creative']"
1201932156300617,1,Estimated hours,number,Luis Ramirez,luis-template@896974409.asanatest1.us,False,
1201932078072464,1,Sales Issue,enum,Luis Ramirez,luis-template@896974409.asanatest1.us,False,"['Yes', 'No']"
1201932154190578,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Overdue']
1201932079746505,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Overdue']
1201932155866492,1,Status,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['At Risk', 'Done', 'On Track', 'Production', 'In Progress', 'Not Started', 'QA/QC', 'Planning/Costing', 'Blocked', 'Awaiting Eng Kickoff', 'UAT', 'Ready to Start']"
1201932033578486,1,Product Theme,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Marketplace', 'Exposure', 'Data Enhancement', 'Infrastructure', 'NUX', 'Security', 'Platform Intelligence', 'Internal']"
1201932076666358,1,Planned Vs Unplanned,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Planned', 'Unplanned']"
1201932078906789,1,Story Points,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932155087076,1,Team.,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Core Eng', 'Web Dev', 'Design', 'Infrastructure', 'UXR', 'Data Science', 'Data Migration']"
1201932153807295,1,New Feature or Enhancement?,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['New Feature', 'Enhancement', 'Research']"
1201932077458593,1,Requires New Documentation and Internal Training?,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Yes', 'No']"
1201932034875520,1,Sales/Marketing Critical,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Yes', 'No']"
1201932033065103,1,Est Story Points,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932032966810,1,Feature/Enhancement Request?,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Yes!']
1201932079375607,1,Release Date Confidence,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['High - within days', 'Medium - within ~4 weeks', 'Low - within ~8 weeks']"
1201932077631985,1,Github URL,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['https://github.com/tj/node-github-url-from-git/blob/master/.gitignore', 'https://github.com/jekyll/jekyll/tree/master/.devcontainer']"
1201932079782124,1,Associated Jira Board,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Search Engine Rebuild Jira Board']
1201932076802504,1,Status,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['At Risk', 'Done', 'On Track', 'Production', 'In Progress', 'Not Started', 'QA/QC', 'Planning/Costing', 'Blocked', 'Awaiting Eng Kickoff', 'UAT', 'Ready to Start']"
1201932032857281,1,Product Theme,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Marketplace', 'Exposure', 'Data Enhancement', 'Infrastructure', 'NUX', 'Security', 'Platform Intelligence', 'Internal']"
1201932153641079,1,Planned Vs Unplanned,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Planned', 'Unplanned']"
1201932080038877,1,Story Points,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932076704436,1,Team.,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Core Eng', 'Web Dev', 'Design', 'Infrastructure', 'UXR', 'Data Science', 'Data Migration']"
1201932077547031,1,New Feature or Enhancement?,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['New Feature', 'Enhancement', 'Research']"
1201932156397535,1,Requires New Documentation and Internal Training?,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Yes', 'No']"
1201932155895756,1,Sales/Marketing Critical,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Yes', 'No']"
1201932155369246,1,Est Story Points,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932154217320,1,Feature/Enhancement Request?,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Yes!']
1201932153903324,1,Release Date Confidence,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['High - within days', 'Medium - within ~4 weeks', 'Low - within ~8 weeks']"
1201932076134141,1,Github URL,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['https://github.com/tj/node-github-url-from-git/blob/master/.gitignore', 'https://github.com/jekyll/jekyll/tree/master/.devcontainer']"
1201932035004251,1,Associated Jira Board,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Search Engine Rebuild Jira Board']
1201932156261496,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Overdue']
1201932033437089,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Overdue']
1201932033628958,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Overdue']
1201932033984560,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,['Overdue']
1201932155595046,1,Status of Work,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Blocked', 'Ready to Start', 'Waiting for Review', 'Ready for Approval', 'Overdue', 'Done']"
1201932079199203,2,Approval stage,enum,,,True,"['Ready for Review', 'Changes Needed', 'Approved']"
1201932075786075,1,Proposed Budget,text,,,True,
1201932033751206,1,Due Date (imported),text,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932078696751,1,Convention Type,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Collaboration', 'Communication', 'Creation']"
1201932032904758,2,Point of Contact,text,,,True,
1201932035416444,2,Time it Takes to Complete Tasks,enum,,,True,"['One-five minutes', 'Ten minutes', 'Thirty minutes', 'One hour', 'Over one hour']"
1201932078096232,1,Sales Figures ,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932077570087,1,Restaurant ,text,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932153633689,1,Position,text,,,True,
1201932153204372,1,Referral,enum,,,True,"['Yes', 'No']"
1201932078506679,1,Department,text,,,True,
1201932079642963,1,Copy of Approval stage,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,True,"['Ready for Review', 'Changes Needed', 'Approved', 'Rejected ']"
1201932171572072,5,Task Progress,enum,,,True,"['Not Started', 'In Progress', 'Waiting', 'Deferred', 'Done']"
1201932155941622,1,Approved?,enum,,,True,"['Yes', 'No']"
1201932171468843,1,Priority,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['High', 'Medium', 'Low']"
1201932171656020,1,Product Area,enum,Nicola Wong,nicola@896974409.asanatest1.us,True,"['User Interface', 'Algorithms', 'Device', 'Infrastructure', 'Admin capabilities', 'Data']"
1201932157419429,1,Launch Tier,enum,Nicola Wong,nicola@896974409.asanatest1.us,True,"['Tier 1', 'Tier 2', 'Tier 3']"
1201932081615076,1,Regions Involved,multi_enum,Nicola Wong,nicola@896974409.asanatest1.us,False,"['APAC', 'EMEA', 'NAMER', 'LATAM']"
1201932157172552,3,Responsible Team,enum,,,True,"['Sales', 'Customer Success']"
1201932171993016,1,Status of Work,enum,Joe Pescatello,joep@896974409.asanatest1.us,False,['Overdue']
1201932158538947,1,Email,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932158355447,1,Phone Number,text,Sophie Chamberlain,sophie.c-template@896974409.asanatest1.us,False,
1201932702991725,1,Evidence,text,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932702991727,1,Stage,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Open', 'In Progress', 'Pending', 'Review', 'Out for Review', 'Approved', 'Rejected', 'Done']"
1201932702991754,1,Submitter email,text,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201932702991757,1,Collaborator emails,text,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1201951958936615,1,Asset Size,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['Small', 'Xsmall', 'Medium', 'Xlarge', 'Large']"
1201951958936622,1,Estimated Days to Complete,number,carlosaviles@asana.com,carlosaviles@asana.com,False,
1201951958936647,1,Project Owner,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['Aalifa', 'Adam']"
1201951958936651,1,Request Type,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['Creative, Tech', 'Creative', 'Comms']"
1201951958936656,1,Project Requestor,text,carlosaviles@asana.com,carlosaviles@asana.com,False,
1201951958936658,1,Launch Date,text,carlosaviles@asana.com,carlosaviles@asana.com,False,
1201951958936660,1,Total Assets Requested,number,carlosaviles@asana.com,carlosaviles@asana.com,False,
1201951958936662,1,Asset Estimated Time to Complete,number,carlosaviles@asana.com,carlosaviles@asana.com,False,
1201951958936664,1,Estimated Date Range of Project,number,carlosaviles@asana.com,carlosaviles@asana.com,False,
1201951958936666,1,Estimated Delivery Date,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['Jun 11, 2021']"
1201951958936669,1,Overall Project Size,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['X-Large', 'Large']"
1201952089353314,1,Requesting Org,enum,bengraneygreen@asana.com,,True,"['Product ', 'Creative', 'DO', 'ERP', 'External Brands']"
1201951958936675,1,Region (EE),enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['APAC', 'AMER']"
1201951958936679,1,Comms Lead,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,"['Aisling Flaherty', 'Amanda Wolkin']"
1201951958936683,1,Copy Doc,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,['blah.com']
1201951958936686,1,Comms/Tech Status,enum,carlosaviles@asana.com,carlosaviles@asana.com,False,['In Build']
1202022467287738,1,[Jira] Points,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1202074562741812,3,Minutes,number,,,True,
1201932078306636,1,Vendor Website,text,Spurti,spurti@896974409.asanatest1.us,True,
1202239952082424,1,stage,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['on hold', 'ready for development', 'done']"
1202276182665002,1,Cost Category,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Consultants', 'new hires', 'new technology']"
1202276182665007,1,cost,number,Jamie Staples,jamie-template@896974409.asanatest1.us,False,
1202294336242025,1,Priority,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['High', 'Medium', 'Low']"
1202294336253190,1,Point of Contact,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['Christina', 'Tariq', 'Colin', 'Skyler', 'Nicole', 'Teagan', 'Carson', 'Iniko', 'Priya']"
1202294336283321,1,Time it Takes to Complete Tasks,enum,Jamie Staples,jamie-template@896974409.asanatest1.us,False,"['One hour', 'Ten minutes', 'One-five minutes', 'Thirty minutes']"
